v_products_model,v_products_type,v_products_image,v_products_name_1,v_products_description_1,v_products_url_1,v_specials_price,v_specials_date_avail,v_specials_expires_date,v_products_price,v_products_weight,v_product_is_call,v_products_sort_order,v_products_quantity_order_min,v_products_quantity_order_units,v_products_priced_by_attribute,v_product_is_always_free_shipping,v_date_avail,v_date_added,v_products_quantity,v_manufacturers_name,v_categories_name_1,v_tax_class_title,v_status,v_metatags_products_name_status,v_metatags_title_status,v_metatags_model_status,v_metatags_price_status,v_metatags_title_tagline_status,v_metatags_title_1,v_metatags_keywords_1,v_metatags_description_1
F0630888-0086,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/01/6d69c660-4f87-4cbf-a8b4-a4d84617222c-PhotoRoom.png,https://www.italiamagazzini.it/wp-content/uploads/2022/01/6d69c660-4f87-4cbf-a8b4-a4d84617222c-PhotoRoom.png",Set Asciugamani Bagno Renato Balestra &#8220;Ilde&#8221; 3+3 Viso Ospite In Spugna 100% Cotone,,,36,,,60,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0087,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/07/s-l1600-12.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/07/s-l1600-12.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/07/s-l1600-1-9.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/07/s-l1600-2-7.jpg",Set Asciugamani Bagno Renato Balestra Butterfly 3+3 Viso Ospite Spugna Cotone,,,40,,,67,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0088,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/02/s-l1600-12-3.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/02/s-l1600-12-3.jpg",Set Asciugamani Bagno Renato Balestra Daiana 3+3 Viso Ospite Spugna 100%Cotone,,,42,,,70,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0089,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/03/719c1fRSBkL._AC_SL1200_.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/03/719c1fRSBkL._AC_SL1200_.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/03/a56b8f0a-0ddc-4dd9-a70c-e66e3ba86096.jpg",Set Asciugamani Bagno Renato Balestra Samanta 3+3 Viso Ospite Spugna 100%Cotone,,,47,,,79,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0090,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/03/2956cf59-ac51-43e7-9c30-43cfb777c63d.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/03/2956cf59-ac51-43e7-9c30-43cfb777c63d.jpg",Set Asciugamani Bagno Renato Balestra Vanessa 3+3 Viso Ospite Spugna 100%Cotone,,,37,,,62,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0091,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/07/4ea5ee80-8519-46d6-981c-dfa7188ad841.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/07/4ea5ee80-8519-46d6-981c-dfa7188ad841.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/07/s-l1600-1-8.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/07/s-l1600-11.jpg",Set Asciugamani Bagno Renato Balestra Wendy 3+3 Viso Ospite Spugna 100% Cotone,"<div>Asciugamani 3+3 Renato Balestra art.Wendy</div>
<div></div>
<div><b>Colori disponibili:</b></div>
<div>? Grigio</div>
<div>? Sabbia</div>
<div><b>Composizione:</b></div>
<div>In spugna 100% cotone</div>
<div><b>Dimensioni:</b></div>
<div>
<div>Asciugamano viso: 58&#215;104 cm</div>
<div>Asciugamano ospite: 38&#215;60 cm</div>
</div>
<div>Prodotto italiano</div>
			</div>",,40,,,67,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0092,1,"https://www.italiamagazzini.it/wp-content/uploads/2023/04/yupi-1_1-rosa.jpg,https://www.italiamagazzini.it/wp-content/uploads/2023/04/yupi-1_1-rosa.jpg",Set Asciugamani Bagno Sommaruga Tinta Unita 1+1 Viso Ospite Spugna 100% Cotone,"<div>
<div><span style=\""font-family: Georgia;font-size: large\""><i>Set asciugamani 1+1 in spugna di puro cotone jacquard con frange.</i></span></div>
<div><span style=\""font-family: Arial;font-size: large\"">?</span></div>
<div>
<div><span style=\""font-family: Georgia;font-size: large\""><i><b>Marca:</b>?Sommaruga</i></span></div>
<div><span style=\""font-family: Georgia;font-size: large\""><i><b>Fantasia:</b>?Tinta Unita</i></span></div>
</div>
<div><span style=\""font-family: Georgia;font-size: large\""><i><b>?Composizione:</b>?100% Cotone.</i></span></div>
<div><span style=\""font-family: Georgia;font-size: large\""><i><b>?Misure:?</b>Viso 60&#215;110 cm; Ospite 40&#215;60 cm.</i></span></div>
</div>
<div>
<div id=\""ds_div\"">
<div id=\""ds_div\"">
<div>
<div id=\""ds_div\"">
<div id=\""ds_div\"">
<div id=\""ds_div\"">
<div><i><b>Colori:</b><span style=\""font-family: Georgia\"">?</span><span style=\""font-family: Georgia\"">Bianco, Grigio, Naturale, Panna, Rosa, Tortora</span></i></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
			</div>",,16,,,27,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0093,1,"https://www.italiamagazzini.it/wp-content/uploads/2023/04/5755c2bb-d1d8-4bb3-a4b6-a95335548d73-PhotoRoom.png-PhotoRoom.png,https://www.italiamagazzini.it/wp-content/uploads/2023/04/5755c2bb-d1d8-4bb3-a4b6-a95335548d73-PhotoRoom.png-PhotoRoom.png",Set Asciugamani Bagno Sommaruga Tinta Unita 1+1 Viso Ospite Spugna 100% Cotone,"<div>
<div><span style=\""font-family: Georgia;font-size: large\""><i>Set asciugamani 1+1 in spugna di puro cotone jacquard.</i></span></div>
<div><span style=\""font-family: Arial;font-size: large\"">?</span></div>
<div>
<div><span style=\""font-family: Georgia;font-size: large\""><i><b>Marca:</b>?Sommaruga</i></span></div>
<div><span style=\""font-family: Georgia;font-size: large\""><i><b>Fantasia:</b>?Tinta Unita</i></span></div>
</div>
<div><span style=\""font-family: Georgia;font-size: large\""><i><b>?Composizione:</b>?100% Cotone.</i></span></div>
<div><span style=\""font-family: Georgia;font-size: large\""><i><b>?Misure:?</b>Viso 50&#215;100 cm; Ospite 40&#215;60 cm.</i></span></div>
</div>
<div>
<div id=\""ds_div\"">
<div id=\""ds_div\"">
<div>
<div id=\""ds_div\"">
<div id=\""ds_div\"">
<div id=\""ds_div\"">
<div><i><b>Colori:</b><span style=\""font-family: Georgia\"">?</span></i><i>Azzurro, Beige, Rosa, Verde, Grigio</i></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
			</div>",,16,,,27,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0094,1,"https://www.italiamagazzini.it/wp-content/uploads/2021/12/anita_scheda.jpg,https://www.italiamagazzini.it/wp-content/uploads/2021/12/anita_scheda.jpg",Set Asciugamani Bagno Vingi 1+1 &#8220;Anita&#8221; Viso Ospite Ricamato 100% Spugna Cotone,"<div><b>Marca:</b>?Vingi</div>
<div><b>Articolo:</b>?Anita</div>
<div><b>Materiale:</b>?Cotone</div>
<div>
<div><b>Misure Viso:</b>?55&#215;105 cm</div>
<div><b>Misure Ospite:</b>?40&#215;60 cm</div>
</div>
<div><b>Colori Disponibili:</b>?Beige, Celeste, Rosa, Grigio, Panna, Verde</div>
			</div>",,22,,,37,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0095,1,"https://www.italiamagazzini.it/wp-content/uploads/2021/12/fiocco.jpg,https://www.italiamagazzini.it/wp-content/uploads/2021/12/fiocco.jpg",Set Asciugamani Bagno Vingi 1+1 &#8220;Fiocco&#8221; Viso Ospite Ricamato 100% Spugna Cotone,"<div><b>Marca:</b>?Vingi</div>
<div><b>Articolo:</b>?Fiocco</div>
<div><b>Materiale:</b>?Cotone</div>
<div>
<div><b>Misure Viso:</b>?55&#215;105 cm</div>
<div><b>Misure Ospite:</b>?40&#215;60 cm</div>
</div>
<div><b>Colori Disponibili:?</b>Beige, Verde, Tortora, Blu, Rosa, Grigio</div>
			</div>",,22,,,37,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0096,1,"https://www.italiamagazzini.it/wp-content/uploads/2021/12/scheda_joanna.jpg,https://www.italiamagazzini.it/wp-content/uploads/2021/12/scheda_joanna.jpg",Set Asciugamani Bagno Vingi 1+1 &#8220;Joanna&#8221; Viso Ospite Ricamato 100% Spugna Cotone,"<div><b>Marca:</b>?Vingi</div>
<div><b>Articolo:</b>?Joanna</div>
<div><b>Materiale:</b>?Cotone</div>
<div>
<div><b>Misure Viso:</b>?55&#215;105 cm</div>
<div><b>Misure Ospite:</b>?40&#215;60 cm</div>
</div>
<div><b>Colori Disponibili:?</b>Grigio, Beige, Rosa, Verde, Blu, Panna</div>
			</div>",,22,,,37,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0097,1,"https://www.italiamagazzini.it/wp-content/uploads/2021/12/Marta-0.png,https://www.italiamagazzini.it/wp-content/uploads/2021/12/Marta-0.png",Set Asciugamani Bagno Vingi 1+1 &#8220;Marta&#8221; Viso Ospite Ricamato 100% Spugna Cotone,"<div><b>Marca:</b>?Vingi</div>
<div><b>Articolo:</b>?Marta</div>
<div><b>Materiale:</b>?Cotone</div>
<div>
<div><b>Misure Viso:</b>?55&#215;105 cm</div>
<div><b>Misure Ospite:</b>?40&#215;60 cm</div>
</div>
<div><b>Colori Disponibili:</b>?Verde, Avio, Rosa, Panna, Beige, Grigio</div>
			</div>",,22,,,37,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0098,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/04/s-l1600-7.png,https://www.italiamagazzini.it/wp-content/uploads/2022/04/s-l1600-7.png",Set Asciugamani Bagno Vingi 2+2 Viso Ospite Ricamato 100% Spugna Cotone,"<div><b>Marca:</b>?Vingi</div>
<div><b>Fantasia:?</b>Floreale</div>
<div><b>Materiale:</b>?Cotone</div>
<div>
<div><b>Misure Viso:</b>?55&#215;105 cm</div>
<div><b>Misure Ospite:</b>?40&#215;60 cm</div>
</div>
<div>Disponibile in 3 Assortimenti</div>
<div></div>
			</div>",,29,,,49,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0099,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/04/s-l1600-8.png,https://www.italiamagazzini.it/wp-content/uploads/2022/04/s-l1600-8.png",Set Asciugamani Bagno Vingi 2+2 Viso Ospite Ricamato 100% Spugna Cotone,"<div><b>Marca:</b>?Vingi</div>
<div><b>Fantasia:?</b>Cuori</div>
<div><b>Materiale:</b>?Cotone</div>
<div>
<div><b>Misure Viso:</b>?55&#215;105 cm</div>
<div><b>Misure Ospite:</b>?40&#215;60 cm</div>
</div>
<div>Disponibile in 3 Assortimenti</div>
			</div>",,29,,,49,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0100,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/04/s-l1600-9.png,https://www.italiamagazzini.it/wp-content/uploads/2022/04/s-l1600-9.png",Set Asciugamani Bagno Vingi 2+2 Viso Ospite Ricamato 100% Spugna Cotone,"<div><b>Marca:</b>?Vingi</div>
<div><b>Fantasia:?</b>Floreale</div>
<div><b>Materiale:</b>?Cotone</div>
<div>
<div><b>Misure Viso:</b>?55&#215;105 cm</div>
<div><b>Misure Ospite:</b>?40&#215;60 cm</div>
</div>
<div>Disponibile in 3 Assortimenti</div>
			</div>",,29,,,49,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0101,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/04/s-l1600-1-1.png,https://www.italiamagazzini.it/wp-content/uploads/2022/04/s-l1600-1-1.png",Set Asciugamani Bagno Vingi 2+2 Viso Ospite Ricamato 100% Spugna Cotone,"<div><b>Marca:</b>?Vingi</div>
<div><b>Fantasia:?</b>Floreale</div>
<div><b>Materiale:</b>?Cotone</div>
<div>
<div><b>Misure Viso:</b>?55&#215;105 cm</div>
<div><b>Misure Ospite:</b>?40&#215;60 cm</div>
</div>
<div>Disponibile in 3 Assortimenti</div>
			</div>",,29,,,49,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0102,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/04/0c8db12a-2167-43f1-8aef-afa312b31f15-PhotoRoom.png,https://www.italiamagazzini.it/wp-content/uploads/2022/04/0c8db12a-2167-43f1-8aef-afa312b31f15-PhotoRoom.png",Set Asciugamani Bagno Vingi 2+2 Viso Ospite Ricamato 100% Spugna Cotone,"<div><b>Marca:</b>?Vingi</div>
<div><b>Fantasia:?</b>Farfalle</div>
<div><b>Materiale:</b>?Cotone</div>
<div>
<div><b>Misure Viso:</b>?55&#215;105 cm</div>
<div><b>Misure Ospite:</b>?40&#215;60 cm</div>
</div>
<div>Disponibile in 3 Assortimenti</div>
			</div>",,29,,,49,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0103,1,"https://www.italiamagazzini.it/wp-content/uploads/2023/01/Anita.jpg,https://www.italiamagazzini.it/wp-content/uploads/2023/01/Anita.jpg,https://www.italiamagazzini.it/wp-content/uploads/2023/01/af2ef3b5-d368-4d65-937a-6dd45093c619.jpg",Set Asciugamani Bagno Vingi 6+6 &#8220;Anita&#8221; Viso Ospite Ricamato 100% Spugna Cotone,,,70,,,117,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0104,1,"https://www.italiamagazzini.it/wp-content/uploads/2023/01/Daisy.jpg,https://www.italiamagazzini.it/wp-content/uploads/2023/01/Daisy.jpg,https://www.italiamagazzini.it/wp-content/uploads/2023/01/5d557844-c836-448e-bd0b-76c462c170ba.jpg",Set Asciugamani Bagno Vingi 6+6 &#8220;Daisy&#8221; Viso Ospite Ricamato 100% Spugna Cotone,,,70,,,117,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0105,1,"https://www.italiamagazzini.it/wp-content/uploads/2023/01/grace.jpg,https://www.italiamagazzini.it/wp-content/uploads/2023/01/grace.jpg,https://www.italiamagazzini.it/wp-content/uploads/2023/01/34640582-d8b5-4174-8dff-26534a614c79.jpg",Set Asciugamani Bagno Vingi 6+6 &#8220;Grace&#8221; Viso Ospite Ricamato 100% Spugna Cotone,,,70,,,117,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0106,1,"https://www.italiamagazzini.it/wp-content/uploads/2021/12/s-l1600-1-3.png,https://www.italiamagazzini.it/wp-content/uploads/2021/12/s-l1600-1-3.png,https://www.italiamagazzini.it/wp-content/uploads/2021/12/scheda_joanna.jpg",Set Asciugamani Bagno Vingi 6+6 &#8220;Joanna&#8221; Viso Ospite Ricamato 100% Spugna Cotone,,,69.99,,,117,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0107,1,"https://www.italiamagazzini.it/wp-content/uploads/2021/12/s-l1600-9.png,https://www.italiamagazzini.it/wp-content/uploads/2021/12/s-l1600-9.png",Set Asciugamani Bagno Vingi 6+6 &#8220;Marta&#8221; Viso Ospite Ricamato 100% Spugna Cotone,,,73,,,122,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0108,1,"https://www.italiamagazzini.it/wp-content/uploads/2023/01/mimosa.jpg,https://www.italiamagazzini.it/wp-content/uploads/2023/01/mimosa.jpg,https://www.italiamagazzini.it/wp-content/uploads/2023/01/6269e521-b033-4db0-af5d-e3c2391c5ee4.jpg",Set Asciugamani Bagno Vingi 6+6 &#8220;Mimosa&#8221; Viso Ospite Ricamato 100% Spugna Cotone,,,70,,,117,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0109,1,"https://www.italiamagazzini.it/wp-content/uploads/2021/12/s-l1600-2-2.png,https://www.italiamagazzini.it/wp-content/uploads/2021/12/s-l1600-2-2.png,https://www.italiamagazzini.it/wp-content/uploads/2021/12/scheda_rubino.jpg",Set Asciugamani Bagno Vingi 6+6 &#8220;Rubino&#8221; Viso Ospite Ricamato 100% Spugna Cotone,,,69.99,,,117,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0110,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/04/s-l1600-22.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/04/s-l1600-22.jpg",Set Asciugamani Bagno Vingi 6+6 Viso Ospite Ricamato 100% Spugna Cotone Cuori,,,73,,,122,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0111,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/04/s-l1600-1-3.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/04/s-l1600-1-3.jpg",Set Asciugamani Bagno Vingi 6+6 Viso Ospite Ricamato 100% Spugna Cotone Floreale,,,73,,,122,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0112,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/03/s-l1600-17-6.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/03/s-l1600-17-6.jpg",Set Asciugamani Bagno Vingi Anita 3+3 Viso Ospite Spugna 100% Cotone,"<div><b>Materiale: 100% Cotone</b></div>
<div><b>?</b></div>
<div><b>Misura Asciugamano Ospite: 40&#215;60 Cm?</b></div>
<div><b>?</b></div>
<div><b>Misura Asciugamano Viso: 50X100 Cm</b></div>
<div><b>?</b></div>
<div><b>Colori: Come da Foto</b></div>
<div><b>?</b></div>
<div><b>2 Varianti disponibili</b></div>
			</div>",,35,,,59,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0113,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/03/s-l1600-18-6.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/03/s-l1600-18-6.jpg",Set Asciugamani Bagno Vingi Bouquet 3+3 Viso Ospite Spugna 100% Cotone,"<div><b>Materiale: 100% Cotone</b></div>
<div><b>?</b></div>
<div><b>Misura Asciugamano Ospite: 40&#215;60 Cm?</b></div>
<div><b>?</b></div>
<div><b>Misura Asciugamano Viso: 50&#215;100 Cm</b></div>
<div><b>?</b></div>
<div><b>Colori: Come Da Foto</b></div>
			</div>",,35,,,59,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0114,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/03/s-l1600-6-12.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/03/s-l1600-6-12.jpg",Set Asciugamani Bagno Vingi Dream 3+3 Viso Ospite Spugna 100% Cotone,"<div><b>Materiale: 100% Cotone</b></div>
<div><b>?</b></div>
<div><b>Misura Asciugamano Ospite: 40&#215;60 Cm?</b></div>
<div><b>?</b></div>
<div><b>Misura Asciugamano Viso: 50&#215;100 Cm</b></div>
<div><b>?</b></div>
<div><b>Colori: Come Da Foto</b></div>
			</div>",,35,,,59,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0115,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/04/s-l1600-10.png,https://www.italiamagazzini.it/wp-content/uploads/2022/04/s-l1600-10.png",Set Asciugamani Bagno Vingi Fantasia Cuori 3+3 Viso Ospite Spugna 100% Cotone,"<div><b>Set asciugamani 3 Viso +3 Ospite</b></div>
<div><b>Marca:</b>?Vingi</div>
<div><b>Fantasia:?</b>Cuori</div>
<div><b>Materiale:</b>?Cotone</div>
<div>
<div><b>Misure Viso:</b>?55&#215;105 cm</div>
<div><b>Misure Ospite:</b>?40&#215;60 cm</div>
</div>
<div>Disponibile in 2 Assortimenti</div>
<div></div>
			</div>",,35,,,59,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0116,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/04/f289a0cc-600e-4747-b2ef-78bdf9954a31-PhotoRoom.png,https://www.italiamagazzini.it/wp-content/uploads/2022/04/f289a0cc-600e-4747-b2ef-78bdf9954a31-PhotoRoom.png",Set Asciugamani Bagno Vingi Farfalle 3+3 Viso Ospite Spugna 100% Cotone,"<div><b>Set asciugamani 3 Viso +3 Ospite</b></div>
<div><b>Marca:</b>?Vingi</div>
<div><b>Fantasia:?</b>Farfalle</div>
<div><b>Materiale:</b>?Cotone</div>
<div>
<div><b>Misure Viso:</b>?55&#215;105 cm</div>
<div><b>Misure Ospite:</b>?40&#215;60 cm</div>
</div>
<div>Disponibile in 2 Assortimenti</div>
			</div>",,35,,,59,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0117,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/03/s-l1600-60.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/03/s-l1600-60.jpg",Set Asciugamani Bagno Vingi Fiocco 3+3 Viso Ospite Spugna 100% Cotone,"<div>
<div><b>Materiale: 100% Cotone</b></div>
<div><b>?</b></div>
<div><b>Misura Asciugamano Ospite: 40&#215;60 Cm?</b></div>
<div><b>?</b></div>
<div><b>Misura Asciugamano Viso: 50&#215;100 Cm</b></div>
<div><b>?</b></div>
<div><b>Colori: Come Da Foto</b></div>
</div>
<div></div>
<div></div>
<div>
<div></div>
</div>
			</div>",,35,,,59,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0118,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/04/s-l1600-11.png,https://www.italiamagazzini.it/wp-content/uploads/2022/04/s-l1600-11.png",Set Asciugamani Bagno Vingi Floreale 3+3 Viso Ospite Spugna 100% Cotone,"<div><b>Set asciugamani 3 Viso +3 Ospite</b></div>
<div><b>Marca:</b>?Vingi</div>
<div><b>Fantasia:?</b>Floreale</div>
<div><b>Materiale:</b>?Cotone</div>
<div>
<div><b>Misure Viso:</b>?55&#215;105 cm</div>
<div><b>Misure Ospite:</b>?40&#215;60 cm</div>
</div>
<div>Disponibile in 2 Assortimenti</div>
			</div>",,35,,,59,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0119,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/04/s-l1600-12.png,https://www.italiamagazzini.it/wp-content/uploads/2022/04/s-l1600-12.png",Set Asciugamani Bagno Vingi Floreale 3+3 Viso Ospite Spugna 100% Cotone,"<div><b>Set asciugamani 3 Viso +3 Ospite</b></div>
<div><b>Marca:</b>?Vingi</div>
<div><b>Fantasia:?</b>Floreale</div>
<div><b>Materiale:</b>?Cotone</div>
<div>
<div><b>Misure Viso:</b>?55&#215;105 cm</div>
<div><b>Misure Ospite:</b>?40&#215;60 cm</div>
</div>
<div>Disponibile in 2 Assortimenti</div>
			</div>",,35,,,59,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
